	Air Quality Network	Air Quality Network Name	Air Quality Station EoI Code	Air Quality Station Name	Air Pollutant	Air Pollutant Description	Year	Air Pollution Level	Unit Of Air Pollution Level	Data Coverage	Verification	Air Quality Station Type	Air Quality Station Area	Longitude	Latitude	Altitude	Source Of Data Flow	Calculation Time
4335	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	SO2	Sulphur dioxide (air)	2021	0.0	count	93.97	3.0	Traffic	Urban	19.819	45.2626	78.0	E2a/UTD AQ e-Reporting	31/05/2022 20:47:14
4342	NET-RS002A	Serbian national AQ network	RS0044A	Zajecar	SO2	Sulphur dioxide (air)	2021	148.478	ug/m3	94.1	3.0	Background	Urban	22.2733	43.9021	133.0	E2a/UTD AQ e-Reporting	31/05/2022 20:30:29
4343	NET-RS002A	Serbian national AQ network	RS0044A	Zajecar	PM10	Particulate matter < 10 µm (aerosol)	2019	8.428	ug/m3	77.81	1.0	Background	Urban	22.2733	43.9021	133.0	E1a/validated data AQ e-Reporting	31/05/2022 20:13:08
4350	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	NO	Nitrogen monoxide (air)	2020	202.5	ug/m3	97.76	1.0	Background	Suburban	20.3455	43.8932	242.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
4354	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	O3	Ozone (air)	2020	3521.749	ug/m3	94.11	1.0	Background	Rural	20.8021	43.2841	1712.0	E1a/validated data AQ e-Reporting	31/05/2022 21:35:41
4355	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	O3	Ozone (air)	2021	22875.852	ug/m3	86.14	3.0	Background	Rural	20.8021	43.2841	1712.0	E2a/UTD AQ e-Reporting	31/05/2022 21:35:41
4356	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	O3	Ozone (air)	2019	139.5	ug/m3	100.0	1.0	Background	Rural	20.8021	43.2841	1712.0	E1a/validated data AQ e-Reporting	31/05/2022 20:36:41
4357	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	O3	Ozone (air)	2019	106.991	ug/m3	100.0	1.0	Background	Rural	20.8021	43.2841	1712.0	E1a/validated data AQ e-Reporting	31/05/2022 20:49:42
4364	NET-RS002A	Serbian national AQ network	RS0048A	Vranje	CO	Carbon monoxide (air)	2020	1.061	mg/m3	97.72	1.0	Background	Urban	21.8966	42.5511	473.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
4365	NET-RS002A	Serbian national AQ network	RS0048A	Vranje	CO	Carbon monoxide (air)	2020	0.0	count	97.27	1.0	Background	Urban	21.8966	42.5511	473.0	E1a/validated data AQ e-Reporting	31/05/2022 20:49:38
4369	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	PM10	Particulate matter < 10 µm (aerosol)	2020	85.6	ug/m3	88.8	1.0	Background	Suburban	20.9317	44.6523	147.0	E1a/validated data AQ e-Reporting	31/05/2022 20:55:46
4370	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	NO2	Nitrogen dioxide (air)	2021	0.0	count	93.56	3.0	Background	Suburban	20.9317	44.6523	147.0	E2a/UTD AQ e-Reporting	31/05/2022 20:46:32
4372	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	NO2	Nitrogen dioxide (air)	2021	2.879	ug/m3	93.15	3.0	Background	Suburban	20.9317	44.6523	147.0	E2a/UTD AQ e-Reporting	31/05/2022 20:13:43
4373	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	NO2	Nitrogen dioxide (air)	2020	65.1	ug/m3	96.44	1.0	Background	Suburban	20.9317	44.6523	147.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
4376	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	NO2	Nitrogen dioxide (air)	2020	0.5	ug/m3	96.44	1.0	Background	Suburban	20.9317	44.6523	147.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
4379	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	NOX as NO2	Nitrogen oxides (air)	2019	385.82	ug/m3	84.71	1.0	Background	Suburban	20.9317	44.6523	147.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:14:43
4382	NET-RS002A	Serbian national AQ network	RS0028A	Belgrade-Mostar	PM10	Particulate matter < 10 µm (aerosol)	2020	48.833	ug/m3	100.0	1.0	Traffic	Urban	20.4502	44.7987	83.0	E1a/validated data AQ e-Reporting	31/05/2022 20:55:46
4385	NET-RS002A	Serbian national AQ network	RS0039A	Smederevo-Carina	NO	Nitrogen monoxide (air)	2020	111.8	ug/m3	96.44	1.0	Background	Suburban	20.9317	44.6523	147.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
4411	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	NO2	Nitrogen dioxide (air)	2020	95.9	ug/m3	97.76	1.0	Background	Suburban	20.3455	43.8932	242.0	E1a/validated data AQ e-Reporting	31/05/2022 20:33:02
4414	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	CO	Carbon monoxide (air)	2019	4.061	mg/m3	96.16	1.0	Background	Suburban	20.3455	43.8932	242.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:37
4416	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	NO	Nitrogen monoxide (air)	2020	0.5	ug/m3	97.76	1.0	Background	Suburban	20.3455	43.8932	242.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
4419	NET-RS002A	Serbian national AQ network	RS0046A	Krusevac	CO	Carbon monoxide (air)	2021	0.0	count	93.42	3.0	Background	Urban	21.3077	43.5855	152.0	E2a/UTD AQ e-Reporting	31/05/2022 20:49:38
4423	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	SO2	Sulphur dioxide (air)	2021	19.652	ug/m3	93.15	3.0	Background	Rural	20.8021	43.2841	1712.0	E2a/UTD AQ e-Reporting	31/05/2022 20:00:24
4424	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	SO2	Sulphur dioxide (air)	2021	5.307	ug/m3	93.15	3.0	Background	Rural	20.8021	43.2841	1712.0	E2a/UTD AQ e-Reporting	31/05/2022 20:12:56
4426	NET-RS002A	Serbian national AQ network	RS0034A	Kikinda	O3	Ozone (air)	2019	111.125	ug/m3	98.08	1.0	Background	Urban	20.454	45.8215	78.0	E1a/validated data AQ e-Reporting	31/05/2022 20:55:27
4428	NET-RS002A	Serbian national AQ network	RS0048A	Vranje	SO2	Sulphur dioxide (air)	2021	16.031	ug/m3	93.89	3.0	Background	Urban	21.8966	42.5511	473.0	E2a/UTD AQ e-Reporting	31/05/2022 19:24:45
4431	NET-RS002A	Serbian national AQ network	RS0048A	Vranje	SO2	Sulphur dioxide (air)	2020	11.316	ug/m3	46.56	1.0	Background	Urban	21.8966	42.5511	473.0	E1a/validated data AQ e-Reporting	31/05/2022 21:16:40
4433	NET-RS002A	Serbian national AQ network	RS0048A	Vranje	CO	Carbon monoxide (air)	2019	0.001	mg/m3	98.45	1.0	Background	Urban	21.8966	42.5511	473.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
4434	NET-RS002A	Serbian national AQ network	RS0048A	Vranje	CO	Carbon monoxide (air)	2021	12.257	mg/m3	93.15	3.0	Background	Urban	21.8966	42.5511	473.0	E2a/UTD AQ e-Reporting	31/05/2022 20:01:37
4439	NET-RS002A	Serbian national AQ network	RS0050A	Smederevo-Centar	PM10	Particulate matter < 10 µm (aerosol)	2021	60.0	count	82.74	3.0	Traffic	Urban	20.9267	44.6641		E2a/UTD AQ e-Reporting	31/05/2022 20:49:11
4461	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	PM2.5	Particulate matter < 2.5 µm (aerosol)	2021	18.308	ug/m3	80.3	3.0	Background	Urban	20.4591	44.8211	103.0	E2a/UTD AQ e-Reporting	31/05/2022 20:29:07
4462	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	SO2	Sulphur dioxide (air)	2021	49.852	ug/m3	93.97	3.0	Background	Urban	21.919	43.3226	198.0	E2a/UTD AQ e-Reporting	31/05/2022 20:00:24
4466	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	SO2	Sulphur dioxide (air)	2020	1.992	ug/m3	98.36	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 20:12:56
4471	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	O3	Ozone (air)	2021	11986.121	ug/m3	86.05	3.0	Background	Urban	21.919	43.3226	198.0	E2a/UTD AQ e-Reporting	31/05/2022 21:34:18
4474	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	O3	Ozone (air)	2019	46.988	ug/m3	98.9	1.0	Background	Urban	21.919	43.3226	198.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:37:54
4477	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	O3	Ozone (air)	2021	11.0	count	93.42	3.0	Background	Urban	21.919	43.3226	198.0	E2a/UTD AQ e-Reporting	31/05/2022 20:48:05
4479	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	O3	Ozone (air)	2019	107.838	ug/m3	97.26	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 20:55:27
4481	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	O3	Ozone (air)	2020	0.5	ug/m3	98.49	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
4482	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	O3	Ozone (air)	2020	34.8	ug/m3	98.49	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
4486	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	NO2	Nitrogen dioxide (air)	2021	92.524	ug/m3	94.12	3.0	Background	Urban	21.919	43.3226	198.0	E2a/UTD AQ e-Reporting	31/05/2022 20:59:32
4488	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	CO	Carbon monoxide (air)	2020	7.86	mg/m3	98.49	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
4490	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	PM2.5	Particulate matter < 2.5 µm (aerosol)	2021	24.021	ug/m3	87.99	3.0	Background	Urban	21.919	43.3226	198.0	E2a/UTD AQ e-Reporting	31/05/2022 19:24:45
4491	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	PM2.5	Particulate matter < 2.5 µm (aerosol)	2021	0.839	ug/m3	87.67	3.0	Background	Urban	21.919	43.3226	198.0	E2a/UTD AQ e-Reporting	31/05/2022 20:13:20
4492	NET-RS002A	Serbian national AQ network	RS0034A	Kikinda	SO2	Sulphur dioxide (air)	2019	11.979	ug/m3	97.76	1.0	Background	Urban	20.454	45.8215	78.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
4493	NET-RS002A	Serbian national AQ network	RS0034A	Kikinda	SO2	Sulphur dioxide (air)	2020	6.971	ug/m3	96.17	1.0	Background	Urban	20.454	45.8215	78.0	E1a/validated data AQ e-Reporting	31/05/2022 20:37:34
4494	NET-RS002A	Serbian national AQ network	RS0034A	Kikinda	O3	Ozone (air)	2019	5.0	count	98.08	1.0	Background	Urban	20.454	45.8215	78.0	E1a/validated data AQ e-Reporting	31/05/2022 20:48:05
4496	NET-RS002A	Serbian national AQ network	RS0034A	Kikinda	O3	Ozone (air)	2019	49.198	ug/m3	89.46	1.0	Background	Urban	20.454	45.8215	78.0	E1a/validated data AQ e-Reporting	31/05/2022 19:56:28
4504	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	O3	Ozone (air)	2020	17.0	count	100.0	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 20:59:44
4508	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	NOX as NO2	Nitrogen oxides (air)	2020	12.9	ug/m3	97.15	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
4512	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	PM10	Particulate matter < 10 µm (aerosol)	2021	132.899	ug/m3	79.45	3.0	Background	Urban	20.4591	44.8211	103.0	E2a/UTD AQ e-Reporting	31/05/2022 20:00:36
4521	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	O3	Ozone (air)	2020	1.63	ug/m3	90.98	1.0	Background	Urban	20.4591	44.8211	103.0	E1a/validated data AQ e-Reporting	31/05/2022 20:13:56
4526	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2019	42.718	ug/m3	98.29	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 21:16:19
4527	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	NO2	Nitrogen dioxide (air)	2021	24.142	ug/m3	93.57	3.0	Background	Urban	20.4002	44.8032	74.0	E2a/UTD AQ e-Reporting	31/05/2022 19:24:45
4567	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	NO2	Nitrogen dioxide (air)	2020	15.4	ug/m3	97.76	1.0	Background	Suburban	20.3455	43.8932	242.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
4568	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	NO2	Nitrogen dioxide (air)	2021	0.0	count	94.14	3.0	Background	Suburban	20.3455	43.8932	242.0	E2a/UTD AQ e-Reporting	31/05/2022 20:06:29
4569	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	NO2	Nitrogen dioxide (air)	2021	45.911	ug/m3	93.97	3.0	Background	Suburban	20.3455	43.8932	242.0	E2a/UTD AQ e-Reporting	31/05/2022 20:34:53
4572	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	CO	Carbon monoxide (air)	2021	0.972	mg/m3	93.42	3.0	Background	Suburban	20.3455	43.8932	242.0	E2a/UTD AQ e-Reporting	31/05/2022 20:49:42
4574	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	CO	Carbon monoxide (air)	2021	8.677	mg/m3	94.14	3.0	Background	Suburban	20.3455	43.8932	242.0	E2a/UTD AQ e-Reporting	31/05/2022 20:14:43
4581	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	O3	Ozone (air)	2020	0.0	count	90.98	1.0	Background	Urban	20.4591	44.8211	103.0	E1a/validated data AQ e-Reporting	31/05/2022 20:48:05
4586	NET-RS002A	Serbian national AQ network	RS0046A	Krusevac	CO	Carbon monoxide (air)	2019	0.0	count	98.9	1.0	Background	Urban	21.3077	43.5855	152.0	E1a/validated data AQ e-Reporting	31/05/2022 20:49:38
4591	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	SO2	Sulphur dioxide (air)	2021	66.265	ug/m3	93.45	3.0	Background	Rural	20.8021	43.2841	1712.0	E2a/UTD AQ e-Reporting	31/05/2022 20:57:06
4594	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	O3	Ozone (air)	2020	22253.868	ug/m3	38.82	1.0	Background	Rural	20.8021	43.2841	1712.0	E1a/validated data AQ e-Reporting	31/05/2022 21:35:26
4595	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	O3	Ozone (air)	2020	16486.636	ug/m3	96.17	1.0	Background	Rural	20.8021	43.2841	1712.0	E1a/validated data AQ e-Reporting	31/05/2022 21:35:47
4597	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	O3	Ozone (air)	2020	68.734	ug/m3	98.13	1.0	Background	Rural	20.8021	43.2841	1712.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
4599	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	O3	Ozone (air)	2019	130.5	ug/m3	100.0	1.0	Background	Rural	20.8021	43.2841	1712.0	E1a/validated data AQ e-Reporting	31/05/2022 20:55:27
4600	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	O3	Ozone (air)	2021	9805.563	ug/m3	92.6	3.0	Background	Rural	20.8021	43.2841	1712.0	E2a/UTD AQ e-Reporting	31/05/2022 21:31:24
4602	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	O3	Ozone (air)	2021	96.207	ug/m3	93.01	3.0	Background	Rural	20.8021	43.2841	1712.0	E2a/UTD AQ e-Reporting	31/05/2022 21:16:19
4605	NET-RS002A	Serbian national AQ network	RS0048A	Vranje	SO2	Sulphur dioxide (air)	2021	33.376	ug/m3	93.42	3.0	Background	Urban	21.8966	42.5511	473.0	E2a/UTD AQ e-Reporting	31/05/2022 20:55:10
4606	NET-RS002A	Serbian national AQ network	RS0048A	Vranje	SO2	Sulphur dioxide (air)	2020	8.054	ug/m3	95.9	1.0	Background	Urban	21.8966	42.5511	473.0	E1a/validated data AQ e-Reporting	31/05/2022 20:37:34
4608	NET-RS002A	Serbian national AQ network	RS0048A	Vranje	SO2	Sulphur dioxide (air)	2021	-1.529	ug/m3	93.89	3.0	Background	Urban	21.8966	42.5511	473.0	E2a/UTD AQ e-Reporting	31/05/2022 20:54:52
4609	NET-RS002A	Serbian national AQ network	RS0048A	Vranje	SO2	Sulphur dioxide (air)	2021	0.0	count	93.89	3.0	Background	Urban	21.8966	42.5511	473.0	E2a/UTD AQ e-Reporting	31/05/2022 20:10:09
4610	NET-RS002A	Serbian national AQ network	RS0048A	Vranje	SO2	Sulphur dioxide (air)	2021	12.92	ug/m3	93.15	3.0	Background	Urban	21.8966	42.5511	473.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 21:16:40
4612	NET-RS002A	Serbian national AQ network	RS0048A	Vranje	CO	Carbon monoxide (air)	2020	0.01	mg/m3	97.72	1.0	Background	Urban	21.8966	42.5511	473.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
4615	NET-RS002A	Serbian national AQ network	RS0050A	Smederevo-Centar	PM10	Particulate matter < 10 µm (aerosol)	2021	25.691	ug/m3	82.74	3.0	Traffic	Urban	20.9267	44.6641		E2a/UTD AQ e-Reporting	31/05/2022 20:33:23
4637	NET-RS002A	Serbian national AQ network	RS0005R	Kamenicki vis	NO2	Nitrogen dioxide (air)	2020	11.0	ug/m3	60.51	3.0	Background	Rural	21.9477	43.404	804.0	E1a/validated data AQ e-Reporting	31/05/2022 19:56:28
4643	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	O3	Ozone (air)	2021	124.065	ug/m3	92.33	3.0	Background	Urban	20.4591	44.8211	103.0	E2a/UTD AQ e-Reporting	31/05/2022 20:55:27
4646	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	O3	Ozone (air)	2020	0.5	ug/m3	91.02	1.0	Background	Urban	20.4591	44.8211	103.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
4648	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	O3	Ozone (air)	2020	33.275	ug/m3	96.02	3.0	Background	Urban	20.4591	44.8211	103.0	E1a/validated data AQ e-Reporting	31/05/2022 19:56:28
4649	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	O3	Ozone (air)	2020	1204.222	ug/m3	90.98	1.0	Background	Urban	20.4591	44.8211	103.0	E1a/validated data AQ e-Reporting	31/05/2022 21:31:24
4652	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	NO2	Nitrogen dioxide (air)	2020	20.804	ug/m3	99.45	1.0	Background	Urban	20.4591	44.8211	103.0	E1a/validated data AQ e-Reporting	31/05/2022 20:37:17
4657	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	NO2	Nitrogen dioxide (air)	2021	66.633	ug/m3	92.6	3.0	Background	Urban	20.4591	44.8211	103.0	E2a/UTD AQ e-Reporting	31/05/2022 20:34:53
4658	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	NOX as NO2	Nitrogen oxides (air)	2020	882.4	ug/m3	98.05	1.0	Background	Urban	20.4591	44.8211	103.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
4661	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	NOX as NO2	Nitrogen oxides (air)	2019	31.133	ug/m3	95.72	1.0	Background	Urban	20.4591	44.8211	103.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
4664	NET-RS002A	Serbian national AQ network	RS0032A	Belgrade-Stari grad	PM2.5	Particulate matter < 2.5 µm (aerosol)	2021	0.875	ug/m3	79.45	3.0	Background	Urban	20.4591	44.8211	103.0	E2a/UTD AQ e-Reporting	31/05/2022 20:13:20
4668	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	SO2	Sulphur dioxide (air)	2021	39.913	ug/m3	93.97	3.0	Background	Urban	21.919	43.3226	198.0	E2a/UTD AQ e-Reporting	31/05/2022 20:55:10
4669	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	SO2	Sulphur dioxide (air)	2020	21.843	ug/m3	98.36	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 20:36:04
4672	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	SO2	Sulphur dioxide (air)	2021	68.627	ug/m3	94.13	3.0	Background	Urban	21.919	43.3226	198.0	E2a/UTD AQ e-Reporting	31/05/2022 20:57:06
4676	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	PM10	Particulate matter < 10 µm (aerosol)	2021	0.84	ug/m3	87.67	3.0	Background	Urban	21.919	43.3226	198.0	E2a/UTD AQ e-Reporting	31/05/2022 20:13:08
4680	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	O3	Ozone (air)	2021	104.032	ug/m3	93.97	3.0	Background	Urban	21.919	43.3226	198.0	E2a/UTD AQ e-Reporting	31/05/2022 20:01:26
4682	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	O3	Ozone (air)	2019	41.8	ug/m3	97.2	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
4683	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	O3	Ozone (air)	2020	0.0	count	98.49	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 20:03:47
4685	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	O3	Ozone (air)	2021	5.667	count	100.0	3.0	Background	Urban	21.919	43.3226	198.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:59:44
4687	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	NO2	Nitrogen dioxide (air)	2019	85.015	ug/m3	100.0	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:14
4690	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	NO2	Nitrogen dioxide (air)	2020	12.1	ug/m3	98.45	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
4697	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	CO	Carbon monoxide (air)	2020	2.537	mg/m3	100.0	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 20:35:30
4698	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	NO	Nitrogen monoxide (air)	2019	0.613	ug/m3	99.02	1.0	Background	Urban	21.919	43.3226	198.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
4699	NET-RS002A	Serbian national AQ network	RS0033A	Nis-Osnovna skola Sveti Sava	PM2.5	Particulate matter < 2.5 µm (aerosol)	2021	308.158	ug/m3	87.99	3.0	Background	Urban	21.919	43.3226	198.0	E2a/UTD AQ e-Reporting	31/05/2022 20:14:43
4701	NET-RS002A	Serbian national AQ network	RS0034A	Kikinda	SO2	Sulphur dioxide (air)	2021	2.16	ug/m3	92.88	3.0	Background	Urban	20.454	45.8215	78.0	E2a/UTD AQ e-Reporting	31/05/2022 20:12:56
4702	NET-RS002A	Serbian national AQ network	RS0034A	Kikinda	SO2	Sulphur dioxide (air)	2019	0.0	count	98.63	1.0	Background	Urban	20.454	45.8215	78.0	E1a/validated data AQ e-Reporting	31/05/2022 20:47:14
4704	NET-RS002A	Serbian national AQ network	RS0034A	Kikinda	SO2	Sulphur dioxide (air)	2020	32.4	ug/m3	95.3	1.0	Background	Urban	20.454	45.8215	78.0	E1a/validated data AQ e-Reporting	31/05/2022 20:30:29
4706	NET-RS002A	Serbian national AQ network	RS0034A	Kikinda	O3	Ozone (air)	2019	10725.129	ug/m3	97.37	1.0	Background	Urban	20.454	45.8215	78.0	E1a/validated data AQ e-Reporting	31/05/2022 21:35:41
4709	NET-RS002A	Serbian national AQ network	RS0034A	Kikinda	O3	Ozone (air)	2020	53.522	ug/m3	97.81	1.0	Background	Urban	20.454	45.8215	78.0	E1a/validated data AQ e-Reporting	31/05/2022 20:37:54
4710	NET-RS002A	Serbian national AQ network	RS0028A	Belgrade-Mostar	SO2	Sulphur dioxide (air)	2020	11.885	ug/m3	97.31	1.0	Traffic	Urban	20.4502	44.7987	83.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
4711	NET-RS002A	Serbian national AQ network	RS0028A	Belgrade-Mostar	SO2	Sulphur dioxide (air)	2021	10.9	ug/m3	94.13	3.0	Traffic	Urban	20.4502	44.7987	83.0	E2a/UTD AQ e-Reporting	31/05/2022 19:24:45
4716	NET-RS002A	Serbian national AQ network	RS0028A	Belgrade-Mostar	SO2	Sulphur dioxide (air)	2020	106.0	ug/m3	97.31	1.0	Traffic	Urban	20.4502	44.7987	83.0	E1a/validated data AQ e-Reporting	31/05/2022 20:30:29
4717	NET-RS002A	Serbian national AQ network	RS0028A	Belgrade-Mostar	SO2	Sulphur dioxide (air)	2020	8.6	ug/m3	97.31	1.0	Traffic	Urban	20.4502	44.7987	83.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
4721	NET-RS002A	Serbian national AQ network	RS0028A	Belgrade-Mostar	PM10	Particulate matter < 10 µm (aerosol)	2019	106.3	ug/m3	98.36	1.0	Traffic	Urban	20.4502	44.7987	83.0	E1a/validated data AQ e-Reporting	31/05/2022 20:00:36
4725	NET-RS002A	Serbian national AQ network	RS0028A	Belgrade-Mostar	PM10	Particulate matter < 10 µm (aerosol)	2019	235.0	ug/m3	98.79	1.0	Traffic	Urban	20.4502	44.7987	83.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
4738	NET-RS002A	Serbian national AQ network	RS0034A	Kikinda	O3	Ozone (air)	2020	118.75	ug/m3	97.81	1.0	Background	Urban	20.454	45.8215	78.0	E1a/validated data AQ e-Reporting	31/05/2022 20:36:41
